"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","water_date","PRCP","SNOW"
"928","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-08,2010-06-08,0.03,0
"929","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-09,2010-06-09,0.5,0
"930","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-10,2010-06-10,0.35,0
"931","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-11,2010-06-11,0.08,0
"932","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-12,2010-06-12,0,0
"933","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-13,2010-06-13,0,0
"934","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-14,2010-06-14,0,0
"935","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-15,2010-06-15,0,0
"936","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-16,2010-06-16,0.07,0
"937","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-17,2010-06-17,0.15,0
"938","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-18,2010-06-18,0,0
"939","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-19,2010-06-19,0.01,0
"940","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-20,2010-06-20,0.08,0
"941","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-21,2010-06-21,0.05,0
"942","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-22,2010-06-22,0,0
"943","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-23,2010-06-23,0.02,0
"944","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-24,2010-06-24,0.01,0
"945","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-25,2010-06-25,0,0
"946","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-26,2010-06-26,0,0
"947","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-27,2010-06-27,0,0
"948","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-28,2010-06-28,0,0
"949","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-29,2010-06-29,0.01,0
"950","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-06-30,2010-06-30,0,0
"951","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-01,2010-07-01,0,0
"952","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-02,2010-07-02,0.14,0
"953","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-03,2010-07-03,0.03,0
"954","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-04,2010-07-04,0,0
"955","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-05,2010-07-05,0,0
"956","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-06,2010-07-06,0,0
"957","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-07,2010-07-07,0,0
"958","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-08,2010-07-08,0.01,0
"959","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-09,2010-07-09,0,0
"960","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-10,2010-07-10,0,0
"961","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-11,2010-07-11,0,0
"962","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-12,2010-07-12,0,0
"963","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-13,2010-07-13,0,0
"964","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-14,2010-07-14,0,0
"965","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-15,2010-07-15,0,0
"966","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-16,2010-07-16,0,0
"967","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-17,2010-07-17,0,0
"968","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-18,2010-07-18,0,0
"969","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-19,2010-07-19,0,0
"970","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-20,2010-07-20,0,0
"971","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-21,2010-07-21,0,0
"972","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-22,2010-07-22,0,0
"973","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-23,2010-07-23,0,0
"974","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-24,2010-07-24,0,0
"975","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-25,2010-07-25,0,0
"976","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-26,2010-07-26,0,0
"977","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-27,2010-07-27,0,0
"978","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-28,2010-07-28,0,0
"979","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-29,2010-07-29,0,0
"980","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-30,2010-07-30,0,0
"981","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-07-31,2010-07-31,0.02,0
"982","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-01,2010-08-01,0,0
"983","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-02,2010-08-02,0,0
"984","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-03,2010-08-03,0,0
"985","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-04,2010-08-04,0,0
"986","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-05,2010-08-05,0,0
"987","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-06,2010-08-06,0,0
"988","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-07,2010-08-07,0,0
"989","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-16,2010-08-16,0.03,0
"990","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-17,2010-08-17,0.02,0
"991","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-18,2010-08-18,0,0
"992","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-19,2010-08-19,0,0
"993","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-20,2010-08-20,0,0
"994","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-21,2010-08-21,0,0
"995","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-22,2010-08-22,0,0
"996","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-23,2010-08-23,0,0
"997","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-24,2010-08-24,0,0
"998","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-25,2010-08-25,0,0
"999","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-26,2010-08-26,0,0
"1000","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-27,2010-08-27,0,0
"1001","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-28,2010-08-28,0,0
"1002","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-29,2010-08-29,0,0
"1003","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-30,2010-08-30,0.31,0
"1004","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-08-31,2010-08-31,0.53,0
"1005","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-01,2010-09-01,0.43,0
"1006","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-02,2010-09-02,0.06,0
"1007","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-03,2010-09-03,0.01,0
"1008","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-04,2010-09-04,0,0
"1009","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-05,2010-09-05,0,0
"1010","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-06,2010-09-06,0,0
"1011","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-07,2010-09-07,0.03,0
"1012","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-08,2010-09-08,0.12,0
"1013","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-09,2010-09-09,0.02,0
"1014","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-10,2010-09-10,0,0
"1015","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-11,2010-09-11,0,0
"1016","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-12,2010-09-12,0,0
"1017","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-13,2010-09-13,0,0
"1018","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-14,2010-09-14,0,0
"1019","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-15,2010-09-15,0,0
"1020","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-16,2010-09-16,0.34,0
"1021","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-17,2010-09-17,0.19,0
"1022","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-18,2010-09-18,0.32,0
"1023","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-19,2010-09-19,1.14,0
"1024","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-20,2010-09-20,0.49,0
"1025","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-21,2010-09-21,0.02,0
"1026","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-22,2010-09-22,0,0
"1027","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-23,2010-09-23,0,0
"1028","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-24,2010-09-24,0.09,0
"1029","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-25,2010-09-25,0.01,0
"1030","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-26,2010-09-26,0.02,0
"1031","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-27,2010-09-27,0.18,0
"1032","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-28,2010-09-28,0,0
"1033","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-29,2010-09-29,0,0
"1034","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2010-09-30,2010-09-30,0,0
"1035","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-01,2010-10-01,0.02,0
"1036","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-02,2010-10-02,1.02,0
"1037","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-03,2010-10-03,0.44,0
"1038","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-04,2010-10-04,0.43,0
"1039","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-05,2010-10-05,1.59,0
"1040","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-06,2010-10-06,0.09,0
"1041","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-07,2010-10-07,0.01,0
"1042","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-08,2010-10-08,0.21,0
"1043","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-09,2010-10-09,0.12,0
"1044","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-10,2010-10-10,0.56,0
"1045","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-11,2010-10-11,0.69,0
"1046","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-12,2010-10-12,0.07,0
"1047","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-13,2010-10-13,0.01,0
"1048","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-14,2010-10-14,0,0
"1049","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-15,2010-10-15,0,0
"1050","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-16,2010-10-16,0.11,0
"1051","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-17,2010-10-17,0.01,0
"1052","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-18,2010-10-18,0,0
"1053","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-19,2010-10-19,0,0
"1054","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-20,2010-10-20,0.01,0
"1055","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-21,2010-10-21,0,0
"1056","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-22,2010-10-22,0.02,0
"1057","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-23,2010-10-23,0.01,0
"1058","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-24,2010-10-24,0,0
"1059","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-25,2010-10-25,0,0
"1060","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-26,2010-10-26,0,0
"1061","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-27,2010-10-27,0,0
"1062","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-28,2010-10-28,0,0
"1063","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-29,2010-10-29,0.34,0
"1064","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-30,2010-10-30,0.06,0
"1065","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-10-31,2010-10-31,0.43,0
"1066","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-01,2010-11-01,0.01,0
"1067","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-02,2010-11-02,0,0
"1068","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-03,2010-11-03,0.7,0
"1069","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-04,2010-11-04,0.04,0
"1070","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-05,2010-11-05,0.35,0
"1071","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-06,2010-11-06,0.17,0
"1072","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-07,2010-11-07,0.16,0
"1073","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-08,2010-11-08,0.03,0
"1074","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-09,2010-11-09,0.05,0
"1075","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-10,2010-11-10,0.01,0
"1076","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-11,2010-11-11,0,0
"1077","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-12,2010-11-12,0.13,0
"1078","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-13,2010-11-13,0.37,0
"1079","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-14,2010-11-14,0.02,0
"1080","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-15,2010-11-15,0.05,0
"1081","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-16,2010-11-16,0.05,0
"1082","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-17,2010-11-17,1.05,0
"1083","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-18,2010-11-18,0.44,0
"1084","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-19,2010-11-19,0.39,0
"1085","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-20,2010-11-20,0.1,0
"1086","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-21,2010-11-21,0.05,0
"1087","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-22,2010-11-22,0.6,0
"1088","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-23,2010-11-23,1.07,0
"1089","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-29,2010-11-29,0.02,0
"1090","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-11-30,2010-11-30,0.15,0
"1091","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-01,2010-12-01,0.03,0
"1092","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-02,2010-12-02,0.01,0
"1093","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-03,2010-12-03,0.01,0
"1094","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-04,2010-12-04,0,0
"1095","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-06,2010-12-06,0,0
"1096","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-07,2010-12-07,0,0
"1097","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-08,2010-12-08,0,0
"1098","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-09,2010-12-09,0,0
"1099","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-10,2010-12-10,0,0
"1100","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-11,2010-12-11,0,0
"1101","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-12,2010-12-12,0,0
"1102","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-13,2010-12-13,0,0
"1103","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-14,2010-12-14,0,0
"1104","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-15,2010-12-15,0.14,0
"1105","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-16,2010-12-16,0.05,0
"1106","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-17,2010-12-17,0,0
"1107","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-18,2010-12-18,0.03,0
"1108","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-19,2010-12-19,0.02,0
"1109","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-20,2010-12-20,0,0
"1110","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-21,2010-12-21,0,0
"1111","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-22,2010-12-22,0,0
"1112","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-23,2010-12-23,0,0
"1113","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-24,2010-12-24,0,0
"1114","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-25,2010-12-25,0.04,0
"1115","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-26,2010-12-26,0.3,0
"1116","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-27,2010-12-27,0.08,0
"1117","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-28,2010-12-28,1.65,0
"1118","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-29,2010-12-29,1.86,0
"1119","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-30,2010-12-30,2.24,0
"1120","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-12-31,2010-12-31,0.25,0
"1121","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-01,2011-01-01,0.37,0
"1122","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-02,2011-01-02,0.01,0
"1123","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-03,2011-01-03,0,0
"1124","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-04,2011-01-04,0,0
"1125","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-05,2011-01-05,0.01,0
"1126","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-06,2011-01-06,0.02,0
"1127","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-07,2011-01-07,0.01,0
"1128","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-08,2011-01-08,0.14,0
"1129","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-09,2011-01-09,0.36,0
"1130","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-10,2011-01-10,0.16,0
"1131","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-11,2011-01-11,0.01,0
"1132","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-12,2011-01-12,0.21,0
"1133","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-13,2011-01-13,0.45,0
"1134","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-14,2011-01-14,0.29,0
"1135","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-15,2011-01-15,0.29,0
"1136","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-16,2011-01-16,3.8,0
"1137","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-17,2011-01-17,0.84,0
"1138","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-18,2011-01-18,0.04,0
"1139","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-19,2011-01-19,0.36,0
"1140","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-20,2011-01-20,0.02,0
"1141","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-21,2011-01-21,0.01,0
"1142","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-22,2011-01-22,0.08,0
"1143","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-23,2011-01-23,0.01,0
"1144","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-24,2011-01-24,0,0
"1145","US1ORLA0076","FLORENCE 0.9 NW, OR US",43.9956,-124.115,20.7,2011-01-25,2011-01-25,0.04,0
